description,carb,fat,energy,protein,country,amount_type,queries
"['BISCUITS VITOSHA', 'MILK 3% FAT', 'Water, bottled, unsweetened']","[30.6, 10.4]","[1.3, 6]","[150, 122]","[3.9, 6.4]",BGR,metric,"For breakfast, I had 40 grams of Vitosha biscuits with 200 grams of 3% fat milk, and 507 grams of bottled water."
"['BAKED BEANS MEAL', 'SOUP WITH NOODLES', 'Water, bottled, unsweetened']","[59.1, 42.4]","[31.4, 23.1]","[582.0, 406.0]","[18.8, 7.6]",ROU,metric,"I’ll be eating 339.2 grams of baked beans along with 387 grams of soup with noodles for lunch, and 507 grams of bottled water."
"['Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked', 'Broccoli, cooked, from restaurant', 'Chicken wing, fried, coated, from pre-cooked', 'Water, bottled, unsweetened']","[6.01, 10.5, 3.89]","[13.28, 7.49, 11.3]","[209.1, 115.2, 160.6]","[15.51, 4.48, 10.22]",USA,natural,"I have a medium drumstick that’s fried and coated, along with a cup of restaurant-cooked broccoli and one fried chicken wing for dinner, and 507 grams of bottled water."
"['Garlic bread, with melted cheese, from fast food / restaurant', 'Pizza with extra meat and extra vegetables, thick crust', 'Water, bottled, unsweetened']","[30.1, 45.64]","[15.26, 17.25]","[298.32, 413.47]","[10.04, 19]",USA,metric,"I'm enjoying some garlic bread with cheese, weighing 88 grams, along with a thick crust pizza loaded with meat and veggies that's 173 grams for dinner, and 507 grams of bottled water."
"['Candy, NFS', 'Water, bottled, unsweetened']",[9.8],[0.02],[39.4],[0.0],USA,natural,"I just had one piece of candy as a quick snack, and 507 grams of bottled water."
"['Soft drink, cola', 'Cheese, Mozzarella, part skim', 'Apple, raw', 'Water, bottled, unsweetened']","[38.54, 1.26, 27.62]","[0.93, 5.78, 0.34]","[156.24, 84.48, 104]","[0, 6.72, 0.52]",USA,metric,"For my snack, I have a 372-gram soft drink, a bit of mozzarella cheese weighing 28.35 grams, and a 200-gram fresh apple, and 507 grams of bottled water."
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, GRAPE', 'BREAD WITH VANILLA FILLING', 'Water, bottled, unsweetened']","[161.0, 17.93]","[0.0, 4.25]","[578, 113]","[0.75, 1.89]",CRI,metric,"For my snack, I'm having 250 grams of grape-flavored commercial beverage and 33 grams of bread with vanilla filling, and 507 grams of bottled water."
"['Soft drink, cola', 'Cabbage salad or coleslaw, made with coleslaw dressing', 'Salmon cake or patty', 'Water, bottled, unsweetened']","[38.54, 21.94, 3.61]","[0.93, 17.28, 25.42]","[156.24, 247.47, 344.4]","[0.0, 2.5, 23.97]",USA,natural,"For dinner, I'm having a can of cola, a cup of coleslaw, and a cup of salmon cake, and 507 grams of bottled water."
"['Cluster Beans (Gori koyi) Bhaji', 'Jowar Roti', 'Water, bottled, unsweetened']","[4.799999999999999, 16.0]","[6.2, 0.7]","[65, 75]","[1.4000000000000004, 1.8]",IND,metric,"For breakfast, I had 45.8g of Cluster Beans Bhaji with an 18g Jowar Roti, and 507 grams of bottled water."
"['Ice cream cone, scooped, vanilla', 'Cookie, sugar wafer', 'Fruit snacks candy, with high vitamin C', 'Water, bottled, unsweetened']","[32.28, 5.65, 22.87]","[13.55, 1.86, 0.0]","[268.75, 40.16, 91.52]","[4.6, 0.31, 0.02]",USA,natural,"My snack consisted of one vanilla ice cream cone, a medium sugar wafer cookie, and a pouch of fruit snacks rich in vitamin C, and 507 grams of bottled water."
"['Popsicle', 'Cookie, chocolate chip, sugar free', 'Milk chocolate candy, plain', 'Water, bottled, unsweetened']","[19.23, 22.02, 9.5]","[0.24, 5.04, 4.75]","[79, 135, 85.6]","[0, 1.17, 1.22]",USA,metric,"For a snack, I’m having a 100g Popsicle, a 30g sugar-free chocolate chip cookie, and 16g of plain milk chocolate candy, and 507 grams of bottled water."
"['CORN GRITS (WHITE)#14, BOILED', 'HORSE RADISH TREE LEAVES, BOILED', 'PARROT FISH, DRIED, BOILED,', 'YARD LONG BEAN, GREEN, BOILED', 'Water, bottled, unsweetened']","[49.0, 1.65, 0.0, 2.4]","[0.25, 0.57, 0.04, 0.15]","[220, 15, 15, 13]","[3.75, 1.95, 3.55, 1.17]",PHL,metric,"I ate 250 grams of corn grits and 30 grams of boiled horseradish leaves for breakfast, plus 7.9 grams of dried parrot fish and 30 grams of boiled yard long beans, and 507 grams of bottled water."
"['* fish,kapenta(type 5),dried,raw *boiled*', '* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* rape leaves,fresh,raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'Water, bottled, unsweetened']","[0.0, 2.1, 75.4, 1.0, 2.1, 1.3]","[4.0, 6.4, 3.8, 0.0, 0.1, 0.0]","[70, 74, 354, 4, 11, 6]","[7.9, 3.4, 6.8, 0.1, 0.7, 0.30000000000000004]",ZMB,metric,"For dinner, I had a mix of 19g boiled kapenta fish, 13g groundnut powder, and 98g maize flour, plus 10g onion, 21g rape leaves, and 32g tomato, all boiled, and 507 grams of bottled water."
"['Orange juice, 100%, canned, bottled or in a carton', 'Waffle, plain, from frozen', 'Water, bottled, unsweetened']","[14.31, 19.36]","[0.15, 3.8]","[60.76, 123.6]","[0.84, 2.97]",USA,natural,"For breakfast, I'm having a school-sized carton of 100% orange juice and a plain frozen waffle, and 507 grams of bottled water."
"['Ice cream, vanilla, with additional ingredients', 'Chicken fillet sandwich, from school cafeteria', 'Water, bottled, unsweetened']","[38.14, 27.42]","[14.7, 7.42]","[302.5, 230.92]","[4.59, 13.45]",USA,natural,"I’m eating a chicken fillet sandwich and a scoop of vanilla ice cream with some extras for lunch, and 507 grams of bottled water."
"['Coffee, instant, reconstituted', 'Biscuit, NFS', 'Coffee creamer, liquid', 'Water, bottled, unsweetened']","[1.51, 19.27, 3.41]","[0.0, 8.51, 2.99]","[7.2, 166.5, 40.8]","[0.24, 3.19, 0.3]",USA,natural,"I had my breakfast with a biscuit, a cup of reconstituted instant coffee, and about an ounce of liquid creamer, and 507 grams of bottled water."
"['* cabbage,green,fresh, raw, *boiled*', '* maize flour,white variety,breakfast meal (refined),raw *bo', '* onion, large bulb, fresh, raw *boiled*', '* onion,large bulb,fresh,raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'chicken,wing,meat&skin,fresh,boiled', 'Water, bottled, unsweetened']","[1.0, 91.9, 0.5, 0.3, 1.6, 0.0]","[0.0, 2.1, 0.0, 0.0, 0.1, 3.5]","[4, 428, 2, 1, 8, 52]","[0.2, 8.5, 0.1, 0.0, 0.30000000000000004, 4.8]",ZMB,metric,"For lunch, I have 17g of fresh green cabbage, 116g of raw maize flour, 5g and 3g of boiled onion, 41g of boiled tomato, and 21g of boiled chicken wings, and 507 grams of bottled water."
"['Nutritional drink or shake, high protein, ready-to-drink, NFS', 'Nutrition bar or meal replacement bar, NFS', 'Water, bottled, unsweetened']","[2.18, 15.3]","[8.65, 4.76]","[156.16, 144.84]","[16.87, 10.2]",USA,natural,"I made my lunch simple with a cup of NFS high protein drink and one NFS meal replacement bar, and 507 grams of bottled water."
"['Pasta with cream sauce and seafood, ready-to-heat', 'Water, bottled, unsweetened']",[41.2],[20.5],[410],[14.55],USA,metric,"I’m having 250 grams of ready-to-heat pasta with cream sauce and seafood for dinner, and 507 grams of bottled water."
"['Potato stew with lamb and vegetable oil', 'Tunisian mechouia salad with olive oil', 'Wheat bread and rolls, white (refined flour)', 'Water, bottled, unsweetened']","[37.559999999999995, 4.66, 103.8]","[28.280000000000005, 3.8899999999999997, 6.0]","[467, 54, 528]","[19.35, 0.8600000000000001, 17.6]",TUN,metric,"I’m having dinner that includes 273.2g of potato stew with lamb, 39.8g of mechouia salad with olive oil, and 200 grams of white wheat bread, and 507 grams of bottled water."
"['Orange juice, 100%, canned, bottled or in a carton', 'Pork sausage', 'Egg omelet or scrambled egg, made with butter', 'Water, bottled, unsweetened']","[14.31, 0.28, 0.37]","[0.15, 5.45, 7.78]","[60.76, 65, 99]","[0.84, 3.71, 6.47]",USA,metric,"For breakfast, I'm having 124 grams of 100% orange juice, 20 grams of pork sausage, and a 55-gram egg omelet made with butter, and 507 grams of bottled water."
"['Cookie, chocolate chip', 'Cookie, brownie, without icing', 'Water, bottled, unsweetened']","[19.61, 19.17]","[7.42, 4.89]","[147.6, 121.5]","[1.53, 1.44]",USA,metric,"I’m snacking on a 30-gram chocolate chip cookie and a brownie cookie, also 30 grams, but without any icing, and 507 grams of bottled water."
"['Chicken thigh, rotisserie, skin eaten', 'Water, bottled, unsweetened']",[0.1],[12.06],[180.8],[18.01],USA,natural,"For dinner, I'm having a rotisserie chicken thigh with the skin eaten, and 507 grams of bottled water."
"['Capsicum Bhaji', 'Jowar Roti', 'Rice', 'Tomato sambar', 'Water, bottled, unsweetened']","[2.2, 40.0, 9.4, 3.4000000000000004]","[8.0, 1.8, 0.1, 3.3]","[82, 187, 42, 44]","[0.6000000000000001, 4.4, 0.8, 0.6000000000000001]",IND,metric,"Tonight's dinner consists of 35.2 grams of Capsicum Bhaji, 44.9 grams of Jowar Roti, 38.9 grams of rice, and 24.4 grams of tomato sambar, and 507 grams of bottled water."
"['Cookies, assorted ready made ', 'Jaggery, sugarcane, solid', 'Lemonade', 'Milk Tea', 'Peanuts, all types, raw', 'Water, bottled, unsweetened']","[4.1, 38.2, 2.9, 13.3, 5.8]","[1.3, 0.0, 0.0, 2.2, 17.7]","[29, 154, 11, 79, 204]","[0.3, 0.2, 0.0, 1.7000000000000002, 9.3]",IND,metric,"I had a snack consisting of 6 grams of assorted cookies, 40 grams of sugarcane jaggery, 80 grams of lemonade, 43.3 grams of milk tea, and 36 grams of raw peanuts, and 507 grams of bottled water."
"['Cheeseburger (McDonalds)', 'Water, bottled, unsweetened']",[28.01],[14.19],[297.0],[14.84],USA,natural,"I’m eating a cheeseburger from McDonald's for lunch, and 507 grams of bottled water."
"['Beef stroganoff with noodles', 'Cornbread muffin, stick, round, made from home recipe', 'Water, bottled, unsweetened']","[22.63, 51.64]","[17.87, 11.62]","[330.24, 343.52]","[19.61, 7.8]",USA,metric,"For my dinner, I’m having 256 grams of beef stroganoff with noodles paired with a round cornbread muffin that weighs 113 grams, and 507 grams of bottled water."
"['Cereal (General Mills Lucky Charms)', 'Milk, reduced fat (2%)', 'Pie, lemon, not cream or meringue, individual size or tart', 'Water, bottled, unsweetened']","[21.84, 11.98, 68.04]","[1.36, 4.64, 20.22]","[102.6, 122.0, 472.8]","[2.07, 8.17, 6.3]",USA,natural,"Lunch today consists of a prepackaged bowl of Lucky Charms, a cup of reduced fat milk, and one individual lemon tart, and 507 grams of bottled water."
"['OATMEAL, INSTANT', 'RICE, WHITE, BOILED/STEAMED', 'Water, bottled, unsweetened']","[167.49, 44.55]","[10.1, 0.3]","[847, 200]","[21.5, 3.15]",PHL,metric,"For a snack, I'm having 215 grams of instant oatmeal and 150 grams of boiled white rice, and 507 grams of bottled water."
"['Soft drink, fruit flavored, caffeine containing', 'Doughnut, cake type, with icing', 'Water, bottled, unsweetened']","[79.55, 38.42]","[0.0, 17.39]","[303.8, 323.25]","[0.0, 3.19]",USA,natural,"I have a cake doughnut and a bottle of fruit-flavored soft drink for breakfast today, and 507 grams of bottled water."
"['Blue fish, raw', 'Water, bottled, unsweetened']",[0.0],[3.39],[91],[15.23],TUN,metric,"For a snack, I've got 80g of raw blue fish, and 507 grams of bottled water."
"['Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve', 'Water, bottled, unsweetened']",[20.34],[3.5],[136.39],[6.4],USA,natural,"For lunch, I prepared a 10.75 oz can of chicken or turkey gumbo soup as directed, and 507 grams of bottled water."
"['EGG, WHOLE, BOILED', 'ORANGE JUICE, WO/SUGAR', 'RICE&BEANS SALAD', 'Water, bottled, unsweetened']","[0.36, 52.0, 27.77]","[3.41, 1.0, 4.3]","[50, 225, 166]","[4.04, 3.5, 4.23]",CRI,metric,"For breakfast today, it was a 32.1g boiled egg, a 500g glass of orange juice without sugar, and a 129g serving of rice and beans salad, and 507 grams of bottled water."
"['Cheese sandwich, American cheese, on wheat bread, no spread', 'Water, bottled, unsweetened']",[30.97],[12.07],[286.62],[13.6],USA,metric,"I have a sandwich for breakfast that consists of American cheese on wheat bread, weighing about 102 grams, and 507 grams of bottled water."
"['Chicken breast, stewed, skin not eaten', 'Biscuit, from fast food / restaurant', 'Water, bottled, unsweetened']","[0.0, 29.97]","[4.4, 13.24]","[201.15, 259.0]","[37.75, 4.96]",USA,natural,"For dinner, I’m enjoying one biscuit along with a cup of stewed chicken breast, diced, and 507 grams of bottled water."
"['Egg, whole, fried with oil', 'Bread, white, toasted', 'Coffee, brewed', 'Water, bottled, unsweetened']","[0.37, 11.9, 0.0]","[8.46, 0.87, 0.05]","[105.05, 65.34, 2.4]","[6.44, 2.28, 0.29]",USA,natural,"For breakfast, I had one fried egg cooked in oil, a small slice of toasted white bread, and a cup of brewed coffee, and 507 grams of bottled water."
"['Chicken fillet sandwich, fried, from fast food', 'Potato, french fries, fast food', 'Soft drink, fruit flavored, caffeine free', 'Water, bottled, unsweetened']","[38.47, 60.09, 51.92]","[18.84, 21.36, 0.1]","[393.4, 452.4, 204.8]","[17.04, 4.97, 0.26]",USA,metric,"For lunch, I'm having a 140-gram fried chicken fillet sandwich from fast food, along with 145 grams of french fries and a 512-gram serving of caffeine-free fruit-flavored soft drink, and 507 grams of bottled water."
"['Frozen yogurt, unknown type', 'Juice drink, cranberry, regular', 'Sandwich, peanut butter, regular, on white bread', 'Water, bottled, unsweetened']","[36.54, 34.42, 29.560000000000002]","[4.35, 0.0, 26.029999999999998]","[241, 138, 418]","[13.92, 0.0, 14.53]",KNA,metric,"Lunch today includes 174 grams of frozen yogurt, a 271g regular cranberry juice drink, and a peanut butter sandwich that weighs 92 grams, made on white bread, and 507 grams of bottled water."
"['egg,chicken,white,boiled', 'groundnuts,dried,roasted', 'tomato,ripe,fresh,raw', 'Water, bottled, unsweetened']","[0.4, 6.0, 1.8]","[0.1, 13.9, 0.1]","[25, 164, 8]","[5.8, 6.6, 0.4]",ZMB,metric,"I’m enjoying 53 grams of boiled chicken egg, 28g of roasted groundnuts, and 46g of fresh tomato for breakfast, and 507 grams of bottled water."
"['Potato chips, plain', 'Soft drink, root beer', 'Water, bottled, unsweetened']","[15.07, 39.43]","[9.51, 0.0]","[148.96, 152.52]","[1.79, 0.0]",USA,natural,"For a snack, I have a small bag of plain potato chips and a can of root beer, and 507 grams of bottled water."
"['Pork chop, breaded or floured, fried, lean and fat eaten', 'Water, bottled, unsweetened']",[15.55],[14.82],[292.8],[23.01],USA,metric,"I'm having a 96-gram portion of a fried, breaded pork chop for lunch. I’m eating the lean and fat parts together, and 507 grams of bottled water."
"['Peanuts, dry roasted, unsalted', 'Water, bottled, unsweetened']",[6.03],[14.08],[166.41],[6.9],USA,metric,"For lunch, I’m enjoying a portion of 28.35 grams of dry roasted peanuts without salt, and 507 grams of bottled water."
"['Soft drink, cola', 'Tuna salad with egg', 'Water, bottled, unsweetened']","[38.54, 6.35]","[0.93, 36.65]","[156.24, 456.96]","[0.0, 24.59]",USA,natural,"Dinner tonight is a cup of tuna salad with egg and a can of soft drink cola, and 507 grams of bottled water."
"['Cookie, brownie, without icing', 'Cake or cupcake, white, with icing or filling', 'Water, bottled, unsweetened']","[19.17, 42.15]","[4.89, 13.43]","[121.5, 293.25]","[1.44, 2.24]",USA,metric,"For my snack, there's a 30-gram brownie cookie alongside a 75-gram white cake with icing, and 507 grams of bottled water."
"['Hard candy', 'Cake, shortcake, sponge type, with whipped cream and fruit', 'Water, bottled, unsweetened']","[19.6, 55.83]","[0.04, 5.01]","[78.8, 285.56]","[0.0, 4.97]",USA,natural,"I'm enjoying a snack of hard candy and a cake that's about 3 inches wide, covered in whipped cream and fruit, and 507 grams of bottled water."
"['Black (African) nightshade (managu/sujaa) indigenous\t leaves\t picked\t raw corrected for boiling', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Salt\t Iodized', 'Small dried fish (omena) broth with oil', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil', 'Whole Maize Flour Ugali', 'Water, bottled, unsweetened']","[0.0, 0.0, 0.0, 1.2000000000000002, 0.0, 0.0, 8.3]","[0.0, 0.0, 0.0, 5.4, 0.0, 0.5, 0.6]","[1, 0, 0, 77, 0, 4, 45]","[0.1, 0.0, 0.0, 6.1, 0.0, 0.0, 1.0]",KEN,metric,"For dinner, I am having 3.5g of boiled black nightshade leaves, 0.6g of skinned fresh red onion, 0.1g of iodized salt, 44.5g of small dried fish with oil, 0.8g of red ripe tomato, 0.5g of vegetable oil, and 61g of whole maize flour ugali, and 507 grams of bottled water."
"['Pizza, with meat other than pepperoni, from school lunch, thick crust', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[48.32, 11.98]","[14.33, 4.64]","[406.06, 122]","[20.95, 8.17]",USA,metric,"I had lunch consisting of 158 grams of thick-crust pizza with various meats and 244 grams of reduced fat milk, and 507 grams of bottled water."
"[""Reese's Peanut Butter Cup"", 'Apple, raw', 'Water, bottled, unsweetened']","[24.91, 27.62]","[13.74, 0.34]","[231.75, 104]","[4.61, 0.52]",USA,metric,"For a snack, I'm having a 45-gram Reese's Peanut Butter Cup and a 200-gram raw apple, and 507 grams of bottled water."
"['Grilled cheese sandwich, American cheese, on white bread', 'Beer', 'Water, bottled, unsweetened']","[33.29, 12.78]","[22.3, 0]","[383.96, 154.8]","[12.49, 1.66]",USA,metric,"For dinner, I'm having a grilled cheese sandwich made with 116.0g of American cheese on white bread and a 360.0g beer, and 507 grams of bottled water."
"['Sweet potatoes, baby food, junior', 'Pretzels, hard, plain, salted', 'Water, bottled, unsweetened']","[1.96, 0.8]","[0.01, 0.03]","[8.4, 3.84]","[0.15, 0.1]",USA,natural,"For a snack, I had a tablespoon of baby food sweet potatoes and a plain salted pretzel stick, and 507 grams of bottled water."
"['Soft taco with meat', 'Chocolate milk, ready to drink, reduced fat', 'Water, bottled, unsweetened']","[26.7, 30.08]","[14.16, 4.71]","[290.82, 188.48]","[14.0, 7.42]",USA,natural,"I’ve got a medium soft taco with meat and a cup of ready-to-drink reduced fat chocolate milk for lunch, and 507 grams of bottled water."
"['Orange juice, 100%, canned, bottled or in a carton', 'Chocolate milk, ready to drink, low fat', 'Pig in a blanket, frankfurter or hot dog wrapped in dough', 'Water, bottled, unsweetened']","[14.31, 25.17, 16.42]","[0.15, 2.75, 18.56]","[60.76, 158.72, 275.4]","[0.84, 8.58, 10.06]",USA,metric,"For breakfast, I had 124 grams of 100% orange juice, 248 grams of low-fat chocolate milk, and a pig in a blanket that weighs 85 grams, and 507 grams of bottled water."
"['COCONUT OIL', 'EGGPLANT,BOILED', 'RICE, WHITE, BOILED/STEAMED', 'ROUND SCAD, DRIED, FRIED', 'Water, bottled, unsweetened']","[0.0, 1.1, 17.82, 0.0]","[0.34, 0.02, 0.12, 0.09]","[3, 5, 80, 5]","[0.0, 0.22, 1.26, 0.96]",PHL,metric,"I’m enjoying a snack that includes 0.3 grams of coconut oil, 22.5 grams of boiled eggplant, 60 grams of white rice, and 2 grams of fried round scad, and 507 grams of bottled water."
"['Cassava \tflour\t raw\t corrected for boiling', 'Millet\t finger (mtama)  flour corrected for boiling', 'Sorghum\t Grain (wimbi)Red\t Flour corrected for boiling', 'Sugar', 'Water, bottled, unsweetened']","[0.7, 0.5, 0.2, 0.2]","[0.0, 0.0, 0.0, 0.0]","[3, 3, 1, 1]","[0.0, 0.1, 0.0, 0.0]",KEN,metric,"I’m enjoying a snack with 1.7g of cassava flour, 0.8g of finger millet flour, 0.8g of red sorghum flour, and 0.2g of sugar, and 507 grams of bottled water."
"['Popcorn, microwave, cheese flavored', 'Water, bottled, unsweetened']",[47.4],[26.31],[455.6],[7.35],USA,natural,"For lunch, I'm having a regular microwave bag of cheese-flavored popcorn, and 507 grams of bottled water."
"['Cookie, chocolate chip', 'Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Water, bottled, unsweetened']","[29.41, 28.14]","[11.12, 10.48]","[221.4, 248.16]","[2.3, 10.33]",USA,natural,"For lunch, I'm having a large chocolate chip cookie and a piece of a medium pepperoni pizza with medium crust, and 507 grams of bottled water."
"['Pizza, with pepperoni, from school lunch, medium crust', 'Chocolate milk, ready to drink, reduced sugar, NS as to milk', 'Water, bottled, unsweetened']","[43.76, 19.05]","[13.55, 2.58]","[376.32, 141.36]","[19.93, 8.51]",USA,natural,"For lunch, I'm having a piece of medium crust pepperoni pizza from school and a cup of reduced sugar chocolate milk, and 507 grams of bottled water."
"['Hot pepper sauce', 'Burrito, taco, or quesadilla with egg and breakfast meat', 'Water, bottled, unsweetened']","[0.13, 20.61]","[0.12, 17.85]","[1.92, 302.58]","[0.21, 14.27]",USA,natural,"I have a small burrito stuffed with egg and breakfast meat for breakfast, plus a tablespoon of hot pepper sauce to spice it up, and 507 grams of bottled water."
"['Apple, raw', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)', 'Water, bottled, unsweetened']","[27.62, 27.05]","[0.34, 8.32]","[104.0, 197.82]","[0.52, 4.24]",USA,natural,"I have a medium apple and a package of two granola bars from Nature Valley for my snack, and 507 grams of bottled water."
"['Burrito with meat and beans', 'Tea, iced, bottled, green', 'Water, bottled, unsweetened']","[46.84, 32.49]","[32.14, 1.15]","[600.48, 141.48]","[30.75, 0]",USA,metric,"Lunch today is a 278-gram burrito with meat and beans, paired with a 524-gram bottle of iced green tea, and 507 grams of bottled water."
"['Hard cider', 'Gumdrops', 'Water, bottled, unsweetened']","[21.31, 1.98]","[0, 0]","[201.6, 7.92]","[0, 0]",USA,metric,"I'm enjoying a snack with 360 grams of hard cider and just 2 grams of gumdrops, and 507 grams of bottled water."
"['Potato chips, plain', 'Soft drink, cola', 'Ketchup', 'Hamburger, on white bun, 1 small patty', 'Water, bottled, unsweetened']","[15.07, 38.54, 4.66, 25.55]","[9.51, 0.93, 0.02, 15.9]","[148.96, 156.24, 17.17, 330.05]","[1.79, 0.0, 0.18, 19.67]",USA,natural,"Lunch today includes a small hamburger on a white bun with a tablespoon of ketchup, a can of cola, and a small bag of plain potato chips, and 507 grams of bottled water."
"['CHICKEN SOUP', 'POTATOES WITH MEAT', 'Water, bottled, unsweetened']","[17.3, 41.4]","[28.099999999999998, 50.800000000000004]","[379.0, 776.0]","[15.2, 38.9]",ROU,metric,"Lunch today includes 382 grams of chicken soup and 378 grams of potatoes with meat, and 507 grams of bottled water."
"['Rice, white, with other vegetables, fat added', 'Water, bottled, unsweetened']",[38.94],[4.15],[211.56],[3.96],USA,natural,"For my lunch, I prepared a cup of rice with some veggies and a little fat added, and 507 grams of bottled water."
"['Cookies, assorted ready made ', 'Curd, cow', 'Milk Tea', 'Moth Bean (Madki Kal) Bhaji', 'Vermicelli Upma', 'Water, bottled, unsweetened']","[10.9, 1.9, 17.900000000000002, 4.1, 15.5]","[3.4, 2.5, 2.9, 3.1999999999999997, 15.799999999999999]","[76, 38, 106, 49, 216]","[0.8, 2.0, 2.3, 1.4000000000000001, 3.9]",IND,metric,"I’m having breakfast with 16g of assorted cookies, 63.6g of cow's curd, 57.6g of milk tea, plus 25.9g of moth bean bhaji and 87.1g of vermicelli upma, and 507 grams of bottled water."
"['Snack cake, chocolate, with icing or filling', 'Muffin, fruit', 'Water, bottled, unsweetened']","[24.12, 68.9]","[6.37, 20.89]","[159.6, 487.5]","[1.45, 5.84]",USA,natural,"I’m having one chocolate snack cake and one medium fruit muffin for a quick snack, and 507 grams of bottled water."
"['Potato sticks, flavored', 'Soft drink, fruit flavored, diet, caffeine free', 'Water, bottled, unsweetened']","[14.78, 0.0]","[9.54, 0.0]","[144.76, 0.0]","[1.86, 0.51]",USA,natural,"I’m snacking on a small bag of flavored potato sticks along with a 500 ml bottle of diet fruit-flavored drink, and 507 grams of bottled water."
"['Whiskey', 'Beer, light', 'Water, bottled, unsweetened']","[0, 5.9]","[0, 0]","[97.02, 104.4]","[0, 0.86]",USA,metric,"I'm having a mix of 42 grams of whiskey and 360 grams of light beer as a snack, and 507 grams of bottled water."
"['Cheese, Parmesan, hard', 'Water, bottled, unsweetened']",[1.28],[2.88],[43.36],[3.05],USA,natural,"I grabbed a cubic inch of hard Parmesan cheese to snack on, and 507 grams of bottled water."
"['Chicken, bacon, and tomato club sandwich, with lettuce and spread', 'Tea, iced, bottled, black', 'Multigrain chips (Sun Chips)', 'Water, bottled, unsweetened']","[47.69, 56.59, 18.83]","[19.32, 1.15, 5.91]","[528.0, 235.8, 137.48]","[41.26, 0.0, 2.23]",USA,natural,"I’ve got a sandwich filled with chicken, bacon, tomato, lettuce, and spread for dinner, paired with a 16.9 fl oz bottled iced tea and a small bag of multigrain chips, and 507 grams of bottled water."
"['Cow milk, semi skimmed (half fat), FORTIFICATION-AGENT = Calcium, QUALITATIVE-INFO = Fortified', 'Crackers and breadsticks, INGREDIENT = Sesame seeds', 'Cream cheese, QUALITATIVE-INFO = Light', 'Jam of fruit / vegetables', 'Malt coffee infusion', 'Wheat bread and rolls, brown or wholemeal', 'Water, bottled, unsweetened']","[1.41, 8.69, 0.89, 22.04, 3.74, 21.15]","[0.45, 2.56, 1.37, 0.02, 0, 0.8]","[13.8, 63.1, 24.7, 89, 15.4, 111.5]","[0.9, 1.43, 2.16, 0.12, 0, 4.9]",ARG,metric,"For breakfast, I'm having 30g of semi-skimmed fortified cow milk, 14.2g of sesame seed crackers and breadsticks, 24g of light cream cheese with 32g of fruit jam, 220g of malt coffee infusion, and 50g of brown wholemeal bread, and 507 grams of bottled water."
"['Coffee, brewed', 'Roll, sweet, cinnamon bun, frosted', 'Water, bottled, unsweetened']","[0.0, 43.74]","[0.07, 23.95]","[3.6, 406.8]","[0.43, 4.0]",USA,natural,"This morning, I enjoyed a small coffee alongside a medium sweet frosted cinnamon bun, and 507 grams of bottled water."
"['Biryani with chicken', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Water, bottled, unsweetened']","[26.6, 27.95]","[4.63, 0.3]","[201.88, 116.56]","[14.01, 1.69]",USA,metric,"I have 196 grams of biryani with chicken and 248 grams of orange juice for my dinner, and 507 grams of bottled water."
"['""DINUGUAN""', 'COCONUT OIL', 'MUNG BEAN , GREEN,BOILED', 'PORK PLATE FLAT, BOILED', 'RICE, WHITE, BOILED/STEAMED', 'Water, bottled, unsweetened']","[0.98, 0.0, 12.97, 0.0, 33.41]","[1.84, 2.7, 0.14, 2.8, 0.22]","[39.0, 24.0, 72.0, 28.0, 150.0]","[4.48, 0.0, 5.26, 1.02, 2.36]",PHL,metric,"For lunch, I prepared 57.5 grams of dinuguan, 2.7 grams of coconut oil, 47.8 grams of green mung beans, 6.7 grams of boiled pork, and 112.5 grams of boiled rice, and 507 grams of bottled water."
"['Baked milk and similar', 'Diet soft drinks with fruit juice, INGREDIENT = Juice, lemon', 'Sponge cake dough (g<U+00E9>noise)', 'Water, bottled, unsweetened']","[13.78, 0, 7.9799999999999995]","[1.58, 0, 0.75]","[75.4, 0, 44.5]","[1.56, 0, 1.4]",ARG,metric,"This morning, I enjoyed 24g of baked milk, 200g of a lemon-flavored diet soft drink, and 16.5g of sponge cake dough, and 507 grams of bottled water."
"['EGG WHOLE', 'INSTANT NOODLES', 'Water, bottled, unsweetened']","[0.32, 4.58]","[4.18, 1.34]","[63, 34]","[5.54, 0.78]",LKA,metric,"For dinner, I've got 44 grams of egg and 50 grams of instant noodles, and 507 grams of bottled water."
"['Egg, whole, cooked, NS as to cooking method', 'Water, bottled, unsweetened']",[0.34],[6.72],[87.5],[6],USA,metric,"For breakfast, I’m enjoying a whole egg cooked to my preference, weighing 50 grams, and 507 grams of bottled water."
