description,carb,fat,energy,protein,country,amount_type,queries
"['Cassava \tflour\t raw\t corrected for boiling', 'Millet\t finger (mtama)  flour corrected for boiling', 'Sorghum\t Grain (wimbi)Red\t Flour corrected for boiling', 'Sugar']","[0.7, 0.5, 0.2, 0.2]","[0.0, 0.0, 0.0, 0.0]","[3, 3, 1, 1]","[0.0, 0.1, 0.0, 0.0]",KEN,metric,"I’m enjoying a snack with 1.7g of cassava flour, 0.8g of finger millet flour, 0.8g of red sorghum flour, and 0.2g of sugar."
"['Popcorn, microwave, cheese flavored']",[47.4],[26.31],[455.6],[7.35],USA,natural,"For lunch, I'm having a regular microwave bag of cheese-flavored popcorn."
"['Cookie, chocolate chip', 'Pizza with pepperoni, from restaurant or fast food,  medium crust']","[29.41, 28.14]","[11.12, 10.48]","[221.4, 248.16]","[2.3, 10.33]",USA,natural,"For lunch, I'm having a large chocolate chip cookie and a piece of a medium pepperoni pizza with medium crust."
"['Pizza, with pepperoni, from school lunch, medium crust', 'Chocolate milk, ready to drink, reduced sugar, NS as to milk']","[43.76, 19.05]","[13.55, 2.58]","[376.32, 141.36]","[19.93, 8.51]",USA,natural,"For lunch, I'm having a piece of medium crust pepperoni pizza from school and a cup of reduced sugar chocolate milk."
"['Hot pepper sauce', 'Burrito, taco, or quesadilla with egg and breakfast meat']","[0.13, 20.61]","[0.12, 17.85]","[1.92, 302.58]","[0.21, 14.27]",USA,natural,"I have a small burrito stuffed with egg and breakfast meat for breakfast, plus a tablespoon of hot pepper sauce to spice it up."
"['Apple, raw', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)']","[27.62, 27.05]","[0.34, 8.32]","[104.0, 197.82]","[0.52, 4.24]",USA,natural,I have a medium apple and a package of two granola bars from Nature Valley for my snack.
"['Burrito with meat and beans', 'Tea, iced, bottled, green']","[46.84, 32.49]","[32.14, 1.15]","[600.48, 141.48]","[30.75, 0]",USA,metric,"Lunch today is a 278-gram burrito with meat and beans, paired with a 524-gram bottle of iced green tea."
"['Hard cider', 'Gumdrops']","[21.31, 1.98]","[0, 0]","[201.6, 7.92]","[0, 0]",USA,metric,I'm enjoying a snack with 360 grams of hard cider and just 2 grams of gumdrops.
"['Potato chips, plain', 'Soft drink, cola', 'Ketchup', 'Hamburger, on white bun, 1 small patty']","[15.07, 38.54, 4.66, 25.55]","[9.51, 0.93, 0.02, 15.9]","[148.96, 156.24, 17.17, 330.05]","[1.79, 0.0, 0.18, 19.67]",USA,natural,"Lunch today includes a small hamburger on a white bun with a tablespoon of ketchup, a can of cola, and a small bag of plain potato chips."
"['CHICKEN SOUP', 'POTATOES WITH MEAT']","[17.3, 41.4]","[28.099999999999998, 50.800000000000004]","[379.0, 776.0]","[15.2, 38.9]",ROU,metric,Lunch today includes 382 grams of chicken soup and 378 grams of potatoes with meat.
"['Rice, white, with other vegetables, fat added']",[38.94],[4.15],[211.56],[3.96],USA,natural,"For my lunch, I prepared a cup of rice with some veggies and a little fat added."
"['Cookies, assorted ready made ', 'Curd, cow', 'Milk Tea', 'Moth Bean (Madki Kal) Bhaji', 'Vermicelli Upma']","[10.9, 1.9, 17.900000000000002, 4.1, 15.5]","[3.4, 2.5, 2.9, 3.1999999999999997, 15.799999999999999]","[76, 38, 106, 49, 216]","[0.8, 2.0, 2.3, 1.4000000000000001, 3.9]",IND,metric,"I’m having breakfast with 16g of assorted cookies, 63.6g of cow's curd, 57.6g of milk tea, plus 25.9g of moth bean bhaji and 87.1g of vermicelli upma."
"['Snack cake, chocolate, with icing or filling', 'Muffin, fruit']","[24.12, 68.9]","[6.37, 20.89]","[159.6, 487.5]","[1.45, 5.84]",USA,natural,I’m having one chocolate snack cake and one medium fruit muffin for a quick snack.
"['Potato sticks, flavored', 'Soft drink, fruit flavored, diet, caffeine free']","[14.78, 0.0]","[9.54, 0.0]","[144.76, 0.0]","[1.86, 0.51]",USA,natural,I’m snacking on a small bag of flavored potato sticks along with a 500 ml bottle of diet fruit-flavored drink.
"['Whiskey', 'Beer, light']","[0, 5.9]","[0, 0]","[97.02, 104.4]","[0, 0.86]",USA,metric,I'm having a mix of 42 grams of whiskey and 360 grams of light beer as a snack.
"['Cheese, Parmesan, hard']",[1.28],[2.88],[43.36],[3.05],USA,natural,I grabbed a cubic inch of hard Parmesan cheese to snack on.
"['Chicken, bacon, and tomato club sandwich, with lettuce and spread', 'Tea, iced, bottled, black', 'Multigrain chips (Sun Chips)']","[47.69, 56.59, 18.83]","[19.32, 1.15, 5.91]","[528.0, 235.8, 137.48]","[41.26, 0.0, 2.23]",USA,natural,"I’ve got a sandwich filled with chicken, bacon, tomato, lettuce, and spread for dinner, paired with a 16.9 fl oz bottled iced tea and a small bag of multigrain chips."
"['Cow milk, semi skimmed (half fat), FORTIFICATION-AGENT = Calcium, QUALITATIVE-INFO = Fortified', 'Crackers and breadsticks, INGREDIENT = Sesame seeds', 'Cream cheese, QUALITATIVE-INFO = Light', 'Jam of fruit / vegetables', 'Malt coffee infusion', 'Wheat bread and rolls, brown or wholemeal']","[1.41, 8.69, 0.89, 22.04, 3.74, 21.15]","[0.45, 2.56, 1.37, 0.02, 0, 0.8]","[13.8, 63.1, 24.7, 89, 15.4, 111.5]","[0.9, 1.43, 2.16, 0.12, 0, 4.9]",ARG,metric,"For breakfast, I'm having 30g of semi-skimmed fortified cow milk, 14.2g of sesame seed crackers and breadsticks, 24g of light cream cheese with 32g of fruit jam, 220g of malt coffee infusion, and 50g of brown wholemeal bread."
"['Coffee, brewed', 'Roll, sweet, cinnamon bun, frosted']","[0.0, 43.74]","[0.07, 23.95]","[3.6, 406.8]","[0.43, 4.0]",USA,natural,"This morning, I enjoyed a small coffee alongside a medium sweet frosted cinnamon bun."
"['Biryani with chicken', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[26.6, 27.95]","[4.63, 0.3]","[201.88, 116.56]","[14.01, 1.69]",USA,metric,I have 196 grams of biryani with chicken and 248 grams of orange juice for my dinner.
"['""DINUGUAN""', 'COCONUT OIL', 'MUNG BEAN , GREEN,BOILED', 'PORK PLATE FLAT, BOILED', 'RICE, WHITE, BOILED/STEAMED']","[0.98, 0.0, 12.97, 0.0, 33.41]","[1.84, 2.7, 0.14, 2.8, 0.22]","[39.0, 24.0, 72.0, 28.0, 150.0]","[4.48, 0.0, 5.26, 1.02, 2.36]",PHL,metric,"For lunch, I prepared 57.5 grams of dinuguan, 2.7 grams of coconut oil, 47.8 grams of green mung beans, 6.7 grams of boiled pork, and 112.5 grams of boiled rice."
"['Baked milk and similar', 'Diet soft drinks with fruit juice, INGREDIENT = Juice, lemon', 'Sponge cake dough (g<U+00E9>noise)']","[13.78, 0, 7.9799999999999995]","[1.58, 0, 0.75]","[75.4, 0, 44.5]","[1.56, 0, 1.4]",ARG,metric,"This morning, I enjoyed 24g of baked milk, 200g of a lemon-flavored diet soft drink, and 16.5g of sponge cake dough."
"['EGG WHOLE', 'INSTANT NOODLES']","[0.32, 4.58]","[4.18, 1.34]","[63, 34]","[5.54, 0.78]",LKA,metric,"For dinner, I've got 44 grams of egg and 50 grams of instant noodles."
"['Egg, whole, cooked, NS as to cooking method']",[0.34],[6.72],[87.5],[6],USA,metric,"For breakfast, I’m enjoying a whole egg cooked to my preference, weighing 50 grams."
"['Garlic bread, from frozen', 'Pizza with pepperoni, from restaurant or fast food,  medium crust']","[30.87, 39.66]","[12.29, 14.77]","[259, 349.68]","[6.19, 14.56]",USA,metric,"I’ve got some garlic bread, weighing 74 grams, and a medium crust pepperoni pizza that’s 124 grams for dinner."
"['Cheese sandwich, American cheese, on white bread, no spread']",[33.23],[11.84],[290.7],[12.41],USA,natural,"For lunch, it’s a simple cheese sandwich with American cheese on white bread."
"['Chapatti, brown rice flour with ghee', 'Tomato chutney']","[107.2, 10.9]","[6.0, 9.5]","[528, 135]","[10.1, 1.2999999999999998]",PAK,metric,"For lunch, I'm having 122.6 grams of brown rice flour chapatti with ghee and 87.9 grams of tomato chutney."
"['CHOCOLATE CAKE', 'COCONUT OIL', 'HOTDOG', 'PORK LECHON( ROAST)', 'PORK PLATE FLAT, SAUTEED', 'RICE, WHITE, BOILED/STEAMED', 'SOFTDRINKS (COCA-COLA)', 'SPAGHETTI, COOKED']","[41.51, 0.0, 0.28, 4.48, 0.0, 50.34, 23.31, 14.36]","[8.82, 2.97, 2.62, 83.36, 5.13, 0.34, 0.24, 0.13]","[261, 26, 30, 874, 60, 225, 95, 68]","[3.92, 0.0, 1.59, 26.4, 3.14, 3.56, 0.0, 1.95]",PHL,metric,"For dinner, my plate has 70g of chocolate cake, 3g of coconut oil, a 7.5g hotdog, and 160g of roast pork. I also added 10g of sautéed pork, 169.5g of boiled rice, a can of Coca-Cola weighing 237.9g, and 42.5g of spaghetti."
"['Soft drink, cola, diet', 'Beer, higher alcohol']","[1.04, 0.97]","[0.11, 0]","[7.2, 208.8]","[0.4, 3.24]",USA,metric,"For my snack, I’m enjoying 360 grams of diet cola and 360 grams of a stronger beer."
"['Macaroni or noodles with cheese, Easy Mac type', 'Roll, white, hot dog bun', 'Ketchup', 'Frankfurter or hot dog, beef and pork']","[42.61, 22.55, 4.66, 3.01]","[3.94, 1.76, 0.02, 14.51]","[233.2, 125.55, 17.17, 166.44]","[6.91, 4.4, 0.18, 5.83]",USA,metric,"For dinner, I'm having 212 grams of Easy Mac cheese noodles, 45 grams of a hot dog bun, and a 57-gram frankfurter. I also added 17 grams of ketchup on top."
"['Nutritional drink or shake, ready-to-drink (Boost)']",[44.29],[4.33],[258.56],[10.8],USA,metric,I’ve got a 256g ready-to-drink Boost shake for my breakfast.
"['Orange juice, 100%, canned, bottled or in a carton', 'Chocolate milk, ready to drink, low fat', 'Pig in a blanket, frankfurter or hot dog wrapped in dough']","[14.31, 25.17, 16.42]","[0.15, 2.75, 18.56]","[60.76, 158.72, 275.4]","[0.84, 8.58, 10.06]",USA,natural,"For breakfast, I'm having an individual school carton of 100% orange juice, a cup of low-fat chocolate milk, and a pig in a blanket."
"['Breakfast tart', 'Grape juice, 100%', 'Milk, reduced fat (2%)']","[38.79, 18.31, 11.98]","[4.87, 0.16, 4.64]","[207.9, 74.4, 122]","[2.17, 0.46, 8.17]",USA,metric,"I’m starting my day with a 54g Breakfast Tart, a glass of 100% grape juice weighing 124g, and 244g of 2% milk."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety, roller meal (unrefined),raw *bo', 'bread,rolls,dinner,plain', 'mango,ripe,w/skin,fresh,raw', 'sugar,white,raw (zambia sugar)', 'tea,brewed']","[4.8, 17.7, 56.2, 43.5, 32.0, 1.0]","[14.8, 0.9, 7.0, 0.8, 0.0, 0.0]","[170, 83, 335, 166, 124, 3]","[7.7, 1.6, 11.8, 1.3, 0.0, 0.0]",ZMB,metric,"I had a breakfast that consisted of 30 grams of raw groundnut powder, 23 grams of white maize flour, and a 108g dinner roll. I also ate 256g of fresh mango, added 32g of white sugar, and enjoyed 333g of brewed tea."
"['Peanut butter sandwich, with regular peanut butter, on wheat bread']",[34.39],[18.74],[349.6],[14.04],USA,metric,"For lunch, I'm having a peanut butter sandwich made with regular peanut butter on wheat bread, weighing 92 grams."
"['ARTIFICIAL BEVERAGE, FRUIT NECTAR, APPLE', 'COOKIE, CHOCOLATE-CHIP']","[24.84, 23.46]","[0.0, 4.93]","[100, 145]","[0.0, 1.86]",CRI,metric,I have a snack that includes 200 grams of fruit nectar and a 32g chocolate chip cookie.
"['Milk, whole', 'Gerber Finger Foods, Puffs, baby food']","[11.39, 10.74]","[7.81, 1.39]","[146.4, 58.94]","[8.0, 0.9]",USA,natural,"For dinner, I'm enjoying a cup of whole milk paired with a cup of Gerber Puffs."
"['Salisbury steak with gravy, potatoes, vegetable, dessert, frozen meal']",[66.32],[36.08],[804.96],[52.7],USA,natural,"I'm eating a 16.5 oz frozen dinner with Salisbury steak, some potatoes, a vegetable side, and a dessert."
"['Soft drink, pepper type', 'Quesadilla with vegetables and chicken']","[38.54, 46.38]","[0.93, 26.01]","[156.24, 502.44]","[0, 20.38]",USA,metric,I grabbed a 372g soft drink and a 159g quesadilla with chicken and vegetables for my lunch.
"['Nutrition bar or meal replacement bar, NFS', 'Potato chips, lightly salted', 'Pistachio nuts, salted', 'TWIX Caramel Cookie Bars']","[15.3, 30.46, 15.75, 61.56]","[4.76, 20.13, 27.25, 23.61]","[144.84, 318.63, 334.08, 476.9]","[10.2, 3.82, 11.73, 4.66]",USA,natural,"I’m snacking on a nutrition bar, a medium serving of lightly salted potato chips, a cup of pistachios in their shells, and a king-size TWIX Caramel Cookie Bar."
"['* milk,cow,whole,fresh,raw *boiled*', 'mango,ripe,wo/skin,fresh,raw', 'sugar,all grades,raw  (zambia sugar)', 'tea,powder']","[3.7, 88.9, 4.8, 0.0]","[2.7, 1.6, 0.0, 0.0]","[50, 340, 20, 0]","[2.7, 2.6, 0.2, 0.0]",ZMB,metric,"For breakfast, I'm having 83 grams of boiled whole raw milk, 523 grams of fresh ripe mango without skin, and 37 grams of raw sugar. I also have some powder tea (0 grams) on the side."
"['Bread, white', 'Bologna, NFS']","[13.78, 1.77]","[1.01, 6.66]","[75.6, 78.68]","[2.64, 2.9]",USA,natural,I'm enjoying a slice of bologna on a medium slice of white bread for dinner.
"['Potato, hash brown, from fast food', 'Hot pepper sauce', 'Burrito, taco, or quesadilla with egg and breakfast meat, from fast food', 'Banana, raw']","[15.88, 0.07, 25.27, 28.78]","[9.37, 0.07, 17.19, 0.42]","[149.6, 1.08, 304.7, 112.14]","[1.42, 0.12, 12.21, 1.37]",USA,metric,"I had a quick breakfast of 55 grams of hash browns from fast food, a burrito with egg and breakfast meat weighing 110 grams, a 126-gram raw banana, and I put 9 grams of hot pepper sauce on the side."
['Sports drink (Gatorade G)'],[39.87],[0.0],[161.2],[0.0],USA,natural,"For a snack, I grabbed a bottle of Gatorade G, which is 20 fl oz."
"['Chicken breast, baked, broiled, or roasted, skin not eaten, from raw', 'Broccoli, fresh, cooked, no added fat']","[0.0, 10.7]","[4.22, 0.59]","[193.2, 54.25]","[36.26, 4.54]",USA,natural,"For dinner, I served myself a medium chicken breast and a cup of fresh broccoli, cooked without any added fat."
"['Roll, sweet, cinnamon bun, frosted', 'Turnover, filled with egg, meat and cheese']","[43.74, 13.23]","[23.95, 8.06]","[406.8, 145.92]","[4.0, 5.04]",USA,natural,"I’m starting my day with a medium cinnamon bun and a Hot Pocket that has egg, meat, and cheese in it."
"['Chicken thigh, grilled with sauce, skin eaten', 'Roll, white, soft', 'Milk, whole']","[8.01, 26.06, 11.39]","[15.15, 2.03, 7.81]","[255.2, 145.08, 146.4]","[20.47, 5.08, 8]",USA,metric,"For lunch, I'm having 110 grams of grilled chicken thigh with sauce and the skin on, a soft white roll weighing 52 grams, and 244 grams of whole milk."
"['Cookie, peanut butter, with chocolate', 'Soft drink, root beer', 'Cookie, chocolate chip', 'Cookie, butter or sugar']","[17.85, 39.43, 19.61, 20.2]","[7.59, 0, 7.42, 5.86]","[142.5, 152.52, 147.6, 139.2]","[2.34, 0, 1.53, 1.6]",USA,metric,"I'm enjoying a 30g cookie with peanut butter and chocolate for dinner, paired with a 372g root beer, plus a 30g chocolate chip cookie and a 30g cookie made with butter or sugar."
"['BEVERAGE, COFFEE, BREWED FROM GROUNDS, W/SUGAR AND WATER', 'MARMALADES', 'WHEAT BREAD, FRENCH-TYPE (GUATEMALA)']","[20.3, 21.7, 29.1]","[0.0, 0.0, 1.4]","[80, 87, 152]","[0.3, 0.0, 6.0]",GTM,metric,"I started my day with a 239g cup of coffee sweetened with sugar, 41 grams of marmalade, and 56 grams of wheat bread."
"['Jowar Roti', 'Milk, cow', 'Sajka or Sanja']","[40.9, 5.4, 40.0]","[1.8, 4.4, 0.1]","[191, 75, 169]","[4.5, 3.6, 1.7]",IND,metric,"I have a lunch of 45.9g Jowar Roti, 113.3g of cow milk, and 56.4g Sajka."
"['Orange, raw']",[18.1],[0.18],[72.38],[1.45],USA,metric,"For a snack, I have a 154-gram orange."
"['Chewing gum, NFS', 'Peach, raw']","[2.67, 15.15]","[0.01, 0.4]","[8.29, 63.0]","[0.0, 1.36]",USA,natural,"For a snack, I have a piece of chewing gum and a raw peach."
"['Soft drink, root beer', 'Potato, french fries, fast food', 'Cheeseburger, from fast food, 1 small patty']","[39.43, 45.58, 27.39]","[0, 16.2, 17.11]","[152.52, 343.2, 343.85]","[0, 3.77, 18.95]",USA,metric,"For dinner, I'm having a small cheeseburger (115.0g) with a single patty, some fast food french fries (110.0g), and a root beer soft drink (372.0g)."
"['Cookie, brownie, without icing', 'Tortilla chips, cool ranch flavor (Doritos)', 'Ketchup', 'Cookie, butter or sugar', 'Frankfurter or hot dog sandwich, beef, plain, on white bun']","[19.17, 20.23, 4.66, 20.2, 24.29]","[4.89, 6.17, 0.02, 5.86, 18.56]","[121.5, 141.0, 17.17, 139.2, 314.16]","[1.44, 2.12, 0.18, 1.6, 11.41]",USA,natural,"For lunch, I'm having a small brownie cookie, a cup of Cool Ranch Doritos tortilla chips, a medium sugar cookie, and a beef frankfurter on a white bun with a tablespoon of ketchup."
"['Sports drink (Powerade)', 'Energy Drink']","[77.77, 50.74]","[0.5, 0]","[317.44, 213.28]","[0, 2.28]",USA,metric,"For a snack, I'm having 992 grams of Powerade sports drink and 496 grams of an energy drink."
"['Apple, candied']",[94.75],[6.88],[428.8],[4.29],USA,metric,I’m snacking on 320 grams of candied apples.
"['Soft drink, cola', 'Whiskey']","[38.54, 0.0]","[0.93, 0.0]","[156.24, 145.53]","[0.0, 0.0]",USA,natural,I have a can of cola and a whiskey drink for my snack.
"['Soft drink, cola', 'Pizza with pepperoni, from restaurant or fast food,  medium crust']","[38.54, 39.66]","[0.93, 14.77]","[156.24, 349.68]","[0, 14.56]",USA,metric,I’m having a 124-gram slice of pepperoni pizza and a 372-gram cola soft drink for lunch.
"['Grilled cheese sandwich, American cheese, on white bread', 'Soft drink, pepper type']","[33.29, 38.54]","[22.3, 0.93]","[383.96, 156.24]","[12.49, 0.0]",USA,natural,Dinner consists of a grilled cheese sandwich on white bread with American cheese and a can of pepper soda.
"['Pizza with meat and vegetables, from restaurant or fast food, medium crust']",[25.89],[11.12],[248.88],[11.24],USA,natural,I'm enjoying a piece of medium crust pizza with some meat and vegetables for lunch.
"['Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS']",[14.94],[3.99],[110.74],[3.84],USA,metric,"I’ve got 113 grams of yogurt made for babies, with some fruit and multigrain cereal in it for breakfast."
"['Tequila', 'Hard candy']","[0.0, 5.88]","[0.0, 0.01]","[97.02, 23.64]","[0.0, 0.0]",USA,natural,I decided to have a piece of hard candy and a shot of tequila for a quick snack.
"['Lobster, coated, fried']",[14.8],[16.49],[316.1],[25.69],USA,metric,I’m eating 145 grams of fried lobster for dinner.
"['SNICKERS Bar', 'MILKY WAY Bar']","[10.46, 12.1]","[4.05, 2.93]","[83.47, 77.52]","[1.28, 0.68]",USA,metric,I'm snacking on a 17g SNICKERS Bar along with a 17g MILKY WAY Bar.
['Fruit juice drink'],[18.6],[0],[74.4],[0],USA,metric,"At brunch, I’m drinking a fruit juice drink that's 744 grams."
"['Cookie, molasses']",[33.21],[5.76],[193.5],[2.52],USA,natural,I'm having a large molasses cookie for a snack.
"['Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, hash brown, from fast food']","[45.95, 59.07, 15.88]","[36.1, 0.15, 9.37]","[626.78, 230.64, 149.6]","[28.88, 0, 1.42]",USA,metric,"For breakfast, I had a 259.0g burrito with egg, potato, and breakfast meat from fast food, along with a 744.0g pre-sweetened iced black tea and a 55.0g hash brown."
"['Chocolate milk, ready to drink, low fat', 'Fruit cocktail, canned, NFS', 'Hamburger, from school cafeteria']","[25.17, 35.25, 23.55]","[2.75, 0.2, 6.63]","[158.72, 135, 221.4]","[8.58, 1.02, 16.17]",USA,metric,"For lunch today, I've got 250 grams of fruit cocktail, a 90-gram hamburger from school, and 248 grams of low-fat chocolate milk."
"['Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread', 'Beer, light']","[53.12, 7.87]","[26.1, 0.0]","[553.8, 139.2]","[27.35, 1.15]",USA,natural,"I have a submarine sandwich filled with cold cuts, cheese, lettuce, and tomato, plus a 16 fl oz bottle of light beer for lunch."
"['Cookie, peanut butter', 'Raspberries, raw']","[17.44, 17.91]","[7.15, 0.98]","[141.9, 78.0]","[2.68, 1.8]",USA,natural,"For my snack, it’s a medium cookie made of peanut butter and a cup of raw raspberries."
"['Egg and cheese on biscuit', 'Soft drink, pepper type']","[24.15, 38.54]","[29.53, 0.93]","[420.0, 156.24]","[14.14, 0.0]",USA,natural,"For breakfast, I’m having an egg and cheese sandwich on a biscuit with a can of pepper soft drink."
"['Kit Kat', 'Fruit leather and fruit snacks candy', 'TWIX Caramel Cookie Bars']","[9.69, 21.92, 10.37]","[3.9, 0.74, 3.98]","[77.7, 94.9, 80.32]","[0.98, 0.14, 0.79]",USA,metric,"I have 15 grams of Kit Kat, along with 26 grams of fruit snacks and 16 grams of TWIX Caramel Cookie Bars for my snack."
"['Coffee, brewed, blend of regular and decaffeinated']",[0.0],[0.05],[0.0],[0.53],USA,natural,"This morning, I brewed a medium cup of coffee with both regular and decaffeinated beans."
"['Milk, lactose free, reduced fat (2%)']",[11.98],[4.64],[122.0],[8.17],USA,natural,"For my snack, I'm having one cup of reduced-fat lactose-free milk."
"['Potato chips, plain', 'Soft drink, fruit flavored, caffeine free']","[15.07, 37.72]","[9.51, 0.07]","[148.96, 148.8]","[1.79, 0.19]",USA,natural,"For lunch, I had a small bag of plain potato chips and a can of caffeine-free fruit-flavored soft drink."
"['Fermented tea infusion, INGREDIENT = Tap water, QUALITATIVE-INFO = Black', 'White sugar', 'Yams, PROCESS = Boiling']","[0.0, 60.8, 123.1]","[0.0, 0.0, 0.7]","[0, 243, 571]","[0.0, 0.0, 8.5]",COD,metric,"I had a simple breakfast with 3.9 grams of black tea, 60.8 grams of white sugar, and a hefty serving of 426 grams of boiled yams."
"['Tortellini, cheese-filled, no sauce']",[1.74],[0.27],[11.33],[0.5],USA,natural,"I’m having one piece of tortellini, which is filled with cheese, for dinner."
"['Ketchup', 'Egg omelet or scrambled egg, with meat, no added fat']","[4.66, 0.58]","[0.02, 7.4]","[17.17, 109.9]","[0.18, 9.52]",USA,metric,"For breakfast, I enjoyed 70 grams of a meat-filled egg omelet along with 17 grams of ketchup."
"['Soft drink, pepper type', 'Frankfurter or hot dog, turkey']","[38.54, 2.29]","[0.93, 10.37]","[156.24, 133.95]","[0.0, 7.34]",USA,natural,Lunch today includes a turkey hot dog and a can of pepper soft drink.
"['Waffle, plain, from frozen', 'Milk, whole']","[19.36, 11.39]","[3.8, 7.81]","[123.6, 146.4]","[2.97, 8.0]",USA,natural,"This morning, I had a plain waffle and paired it with a cup of whole milk."
"['Chocolate milk, made from syrup with reduced fat milk', 'Grilled cheese sandwich, American cheese, on white bread']","[32.76, 33.29]","[4.09, 22.3]","[195.92, 383.96]","[7.19, 12.49]",USA,natural,"For dinner, I'm having a cup of chocolate milk made from syrup and reduced fat milk along with a grilled cheese sandwich made with American cheese on white bread."
"['Sports drink (Powerade)', 'Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread']","[29.16, 41.91]","[0.19, 18.76]","[119.04, 379.68]","[0, 14.04]",USA,metric,"Lunch today consists of a 112-gram peanut butter and jelly sandwich on wheat bread and a 372-gram sports drink, Powerade."
['Chimichanga with meat'],[43.19],[18.71],[398.52],[14.29],USA,natural,I'm having a medium chimichanga filled with meat for dinner.
"['Beer', 'Orange juice, 100%, canned, bottled or in a carton']","[12.78, 14.31]","[0.0, 0.15]","[154.8, 60.76]","[1.66, 0.84]",USA,natural,"For a snack, I'm having a can of beer and a carton of 100% orange juice."
"['BEER', 'BREAD', 'CHICKEN, ROAST', 'MASHED POTATOES', 'MIXED VEGETABLES SOUP WITH PORK', 'TOMATO SALAD']","[10.7, 22.0, 0.0, 44.5, 8.7, 6.7]","[0.0, 1.1, 23.4, 33.9, 9.6, 20.3]","[129.0, 119.0, 390.0, 494.0, 261.0, 208.0]","[1.4, 5.3, 41.9, 5.2, 33.7, 1.5]",ROU,metric,"I had dinner with 300 grams of beer, some 50g bread, and 175g of roasted chicken. On the side, there were 298g of mashed potatoes, 438.4g of mixed vegetable soup with pork, and a fresh 195g tomato salad."
"['Potato chips, reduced fat']",[18.8],[5.77],[134.96],[1.97],USA,natural,"For a snack, I’m enjoying a small single serving bag of reduced fat potato chips."
"['Cheese, Mozzarella, part skim', 'Yogurt, low fat milk, fruit']","[1.26, 35.43]","[5.78, 3.36]","[84.48, 218.05]","[6.72, 11.42]",USA,natural,I'm enjoying a snack of a mozzarella cheese stick and a cup of low-fat yogurt with fruit.
"['Black eyed peas (dry), PROCESS = Boiling', 'Chicory coffee ingredient', 'Common millet grain, PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Dried fish, SOURCE-COMMODITIES = Freshwater fish, PROCESS = Boiling', 'Dried vegetables, SOURCE-COMMODITIES = Roselle leaves, PROCESS = Boiling', 'Millet flour, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Peppers, dried, SOURCE-COMMODITIES = Chili peppers, PROCESS = Boiling, QUALITATIVE-INFO = Red', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sesame seeds, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Stock cubes or granulate (bouillon base)']","[258.7, 0.1, 127.2, 0.0, 4.1, 38.2, 0.4, 0.0, 0.0, 1.3, 0.0]","[3.9, 0.1, 9.6, 0.0, 0.1, 2.2, 0.1, 0.0, 0.0, 2.4, 0.0]","[1429, 1, 674, 4, 21, 198, 3, 0, 0, 28, 0]","[100.4, 9.2, 18.6, 0.9, 2.1, 5.8, 0.1, 0.0, 0.0, 0.9, 0.0]",BFA,metric,"FOr lunch, I will have 429g of boiled black eyed peas, 196g of boiled common millet with the husks, 1g of boiled dry fish, 7g of dried vegetables made from roselle leaves, 53g of boiled millet flour with the husks, 1g dried chili peppers, 7g of salt, 8g of liquid potassium salt, and 5g of sesame seeds. "
"['Soft drink, NFS']",[38.54],[0.93],[156.24],[0.0],USA,natural,I'm having a can of soft drink for a snack.
"['Cake, shortcake, biscuit type, with fruit']",[20.14],[5.62],[140.4],[2.77],USA,natural,"For my snack, I'm eating a biscuit shortcake with fruit on top."
"['ARTIFICIAL BEVERAGE, POWDER W/WATER, FRUIT FLAVOUR', 'BEANS, BLACK, PREPARED', 'BLACK BEANS, COOKED', 'BREAD WHEAT, FRENCH-TYPE']","[1.63, 15.290000000000001, 0.08, 24.75]","[0.0, 0.43, 0.0, 0.35]","[6, 83, 0, 122]","[0.0, 5.36, 0.02, 4.1]",CRI,metric,"I’m starting my day with 1.7 grams of fruit-flavored drink powder, 102.1 grams of black beans, a little bit of cooked black beans at 0.3 grams, and a 50-gram piece of French wheat bread."
"['Butter, from cow milk,spiced ', 'Porridge, barely flour']","[0.0, 21.6]","[31.7, 6.5]","[297, 155]","[0.5, 2.5]",ETH,metric,I had a breakfast consisting of 39g of spiced butter and 103g of porridge made from barley flour.
"['Cookie, chocolate chip', 'Cookie, chocolate or fudge']","[19.61, 21.81]","[7.42, 4.26]","[147.6, 129.9]","[1.53, 1.98]",USA,metric,I grabbed a 30-gram chocolate chip cookie and a 30-gram chocolate fudge cookie for my snack.
